ensembl_id,symbol,name,overall,dt_literature,dt_affected_pathway,dt_genetic_association,ds_uniprot_variants,ds_genomics_england,ds_eva,ds_gwas_credible_sets,ds_clingen,ds_orphanet,ds_uniprot_literature,ds_crispr_screen,ds_europepmc,ds_gene_burden,ds_gene2phenotype,dt_somatic_mutation,ds_eva_somatic,dt_known_drug,dt_rna_expression,ds_chembl,ds_expression_atlas,dt_animal_model,ds_impc
ENSG00000116032,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,0.6039804624463960,,,,,,,,,,,,,,,,,0.9935019986144080,,0.9935019986144080,,,
ENSG00000114867,EIF4G1,eukaryotic translation initiation factor 4 gamma 1,0.6029204329905830,0.41480735815804100,,0.6943187392055330,0.7599134970145260,0.432728519133272,0.4454832863015370,,,,0.607930797611621,,0.41480735815804100,,,,,,,,,,
ENSG00000127419,TMEM175,transmembrane protein 175,0.6025632946009000,0.8663252443114830,,0.777535354418164,,,,0.8959278433212520,,,0.3039653988058110,,0.8663252443114830,,,,,,,,,,
ENSG00000114200,BCHE,butyrylcholinesterase,0.5998613566149050,0.7985293517506300,,,,,,,,,,,0.7985293517506300,,,,,0.9467999147105540,,0.9467999147105540,,,
ENSG00000128271,ADORA2A,adenosine A2a receptor,0.5930965187045020,0.9042450910622220,,,,,,,,,,,0.9042450910622220,,,,,0.9303864830574890,,0.9303864830574890,,,
ENSG00000184845,DRD1,dopamine receptor D1,0.5916675966531380,0.4002997554261600,0.607930797611621,,,,,,,,,0.607930797611621,0.4002997554261600,,,,,0.8120534421297110,0.02532621483120880,0.8120534421297110,0.02532621483120880,,
ENSG00000139618,BRCA2,BRCA2 DNA repair associated,0.577933468659559,0.015198269940290500,,0.9498967581670750,,,,,,,,,0.015198269940290500,0.9498967581670750,,,,,,,,,
ENSG00000138246,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13,0.563531968290187,0.22046838363996200,,0.6324969981507320,0.432728519133272,,0.7049464207304760,0.043043252718186600,,0.607930797611621,0.3039653988058110,,0.22046838363996200,,,,,,,,,,
ENSG00000178127,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,0.5619537362393320,0.19572134148318700,0.8628203253537950,0.18237923928348600,,,0.18237923928348600,,,,,0.8628203253537950,0.19572134148318700,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000119383,PTPA,protein phosphatase 2 phosphatase activator,0.5542944021214460,0.6655591263414340,,0.6637611769841170,0.607930797611621,,0.6839221473130740,,,,0.607930797611621,,0.6655591263414340,,,,,,,,,,
ENSG00000102468,HTR2A,5-hydroxytryptamine receptor 2A,0.5525071968533630,0.21596409352836200,,,,,,,,,,,0.21596409352836200,,,,,0.8975161818727190,0.0233099410250029,0.8975161818727190,0.0233099410250029,,
ENSG00000166311,SMPD1,sphingomyelin phosphodiesterase 1,0.5463012289305060,0.8632339690542160,0.8476183448053150,,,,,,,,,0.8476183448053150,0.8632339690542160,,,,,,,,,0.3529798193632480,0.3529798193632480
ENSG00000143772,ITPKB,inositol-trisphosphate 3-kinase B,0.5451747708020770,0.7670857031326770,0.5072397167015430,0.7526131492011160,,,,0.7526131492011160,,,,0.5072397167015430,0.7670857031326770,,,,,,0.024133905845167700,,0.024133905845167700,,
ENSG00000119421,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,0.5448223024476980,0.015198269940290500,0.865457038266544,,,,,,,,,0.865457038266544,0.015198269940290500,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000168653,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,0.5444313827122620,0.015198269940290500,0.8648140049855000,,,,,,,,,0.8648140049855000,0.015198269940290500,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000082701,GSK3B,glycogen synthase kinase 3 beta,0.5426562967261570,0.8131065168235010,0.8434018784372060,,,,,,,,,0.8434018784372060,0.8131065168235010,,,,,0.07599134970145260,0.01021719681494950,0.07599134970145260,0.01021719681494950,,
ENSG00000023228,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,0.5420537685063540,0.18026404332720400,0.8569595677406290,,,,,,,,,0.8569595677406290,0.18026404332720400,,,,,0.12158615952232400,0.02202512946286220,0.12158615952232400,0.02202512946286220,,
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,0.5406273748823120,0.4674266857724860,0.865457038266544,,,,,,,,,0.865457038266544,0.4674266857724860,,,,,,0.02081734257442930,,0.02081734257442930,,
ENSG00000133019,CHRM3,cholinergic receptor muscarinic 3,0.5382769278533350,0.17933958529542800,,,,,,,,,,,0.17933958529542800,,,,,0.8761792281618350,0.012530963492681300,0.8761792281618350,0.012530963492681300,,
ENSG00000152214,RIT2,Ras like without CAAX 2,0.5368660764056440,0.41564974509560800,,0.8623214425260940,,,,0.8623214425260940,,,,,0.41564974509560800,,,,,,,,,,
ENSG00000109743,BST1,bone marrow stromal cell antigen 1,0.534947330360686,0.8104603209771320,,0.8394247221844010,,,,0.8394247221844010,,,,,0.8104603209771320,,,,,,,,,,
ENSG00000198648,STK39,serine/threonine kinase 39,0.5314871265051530,0.3719035791805040,,0.8556607866758920,,,,0.8556607866758920,,,,,0.3719035791805040,,,,,,,,,,
ENSG00000167601,AXL,AXL receptor tyrosine kinase,0.5277414508359490,0.052751506266088400,0.865457038266544,,,,,,,,,0.865457038266544,0.052751506266088400,,,,,,,,,,
ENSG00000158864,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,0.5276265338497980,0.03554706469367950,0.8367191092120810,,,,,,,,,0.8367191092120810,0.03554706469367950,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000135446,CDK4,cyclin dependent kinase 4,0.5273391220996970,0.03951550184475540,0.865457038266544,,,,,,,,,0.865457038266544,0.03951550184475540,,,,,,,,,,
ENSG00000166851,PLK1,polo like kinase 1,0.5272415940824880,0.03630697819069400,0.865457038266544,,,,,,,,,0.865457038266544,0.03630697819069400,,,,,,,,,,
ENSG00000181072,CHRM2,cholinergic receptor muscarinic 2,0.5267847523176700,0.021277577916406700,,,,,,,,,,,0.021277577916406700,,,,,0.865457038266544,,0.865457038266544,,,
ENSG00000164167,LSM 6.00,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",0.5261379875719710,,0.865457038266544,,,,,,,,,0.865457038266544,,,,,,,,,,,
ENSG00000178999,AURKB,aurora kinase B,0.5261379875719710,,0.865457038266544,,,,,,,,,0.865457038266544,,,,,,,,,,,
ENSG00000058729,RIOK2,RIO kinase 2,0.5244154453403580,,0.8626235870935150,,,,,,,,,0.8626235870935150,,,,,,,,,,,
ENSG00000129757,CDKN1C,cyclin dependent kinase inhibitor 1C,0.5238109398045450,0.030396539880581100,0.860109394395054,,,,,,,,,0.860109394395054,0.030396539880581100,,,,,,,,,,
ENSG00000012048,BRCA1,BRCA1 DNA repair associated,0.5232795726356820,0.19716518319426100,,0.8508969035849470,,,,,,,,,0.19716518319426100,0.8508969035849470,,,,,,,,,
ENSG00000113161,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,0.520264628541555,0.47674632882711500,0.8055170742702950,,,,,,,,,0.8055170742702950,0.47674632882711500,,,,,0.1587374860430340,,0.1587374860430340,,,
ENSG00000139180,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,0.519568922571362,0.034787151196665000,0.8234818374650710,,,,,,,,,0.8234818374650710,0.034787151196665000,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000107295,SH3GL2,"SH3 domain containing GRB2 like 2, endophilin A1",0.5192525997620450,0.28821241153565600,,0.8393471568589500,,,,0.8393471568589500,,,,,0.28821241153565600,,,,,,0.01679943205514440,,0.01679943205514440,,
ENSG00000147416,ATP6V1B2,ATPase H+ transporting V1 subunit B2,0.5185681149839030,,0.8511121299647300,,,,,,,,,0.8511121299647300,,,,,,,0.0378608539669498,,0.0378608539669498,,
ENSG00000170312,CDK1,cyclin dependent kinase 1,0.514592881433782,0.09190731572225690,0.841870849538829,,,,,,,,,0.841870849538829,0.09190731572225690,,,,,,,,,,
ENSG00000004779,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,0.5141890985567960,0.07117856422036060,0.8136276097869970,,,,,,,,,0.8136276097869970,0.07117856422036060,,,,,0.12158615952232400,0.015690209091555500,0.12158615952232400,0.015690209091555500,,
ENSG00000099795,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,0.513389746110294,0.03554706469367950,0.8133006744240490,,,,,,,,,0.8133006744240490,0.03554706469367950,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein 1,0.5092740117267210,0.36805194566310200,0.8193144812519460,,,,,,,,,0.8193144812519460,0.36805194566310200,,,,,,,,,,
ENSG00000136235,GPNMB,glycoprotein nmb,0.5076535000976370,0.8468443674232100,,0.7927092415845710,,,,0.7927092415845710,,,,,0.8468443674232100,,,,,,,,,,
ENSG00000101224,CDC25B,cell division cycle 25B,0.5049953710005520,,0.8306790394310150,,,,,,,,,0.8306790394310150,,,,,,,,,,,
ENSG00000131408,NR1H2,nuclear receptor subfamily 1 group H member 2,0.503643440242305,0.057052513269599200,0.8256025903265140,,,,,,,,,0.8256025903265140,0.057052513269599200,,,,,,,,,,
ENSG00000288636,ENSG00000288636,novel  protein,0.5035336938353240,,,0.8282746914838950,,,0.8282746914838950,,,,,,,,,,,,,,,,
ENSG00000023516,AKAP11,A-kinase anchoring protein 11,0.5030534368197490,,0.8268950677973640,,,,,,,,,0.8268950677973640,,,,,,,0.011792747266323900,,0.011792747266323900,,
ENSG00000120539,MASTL,microtubule associated serine/threonine kinase like,0.5030392466541770,,0.8274613634158180,,,,,,,,,0.8274613634158180,,,,,,,,,,,
ENSG00000198563,DDX39B,DExD-box helicase 39B,0.5030392466541770,,0.8274613634158180,,,,,,,,,0.8274613634158180,,,,,,,,,,,
ENSG00000100330,MTMR3,myotubularin related protein 3,0.5030392466541770,,0.8274613634158180,,,,,,,,,0.8274613634158180,,,,,,,,,,,
ENSG00000143374,TARS2,"threonyl-tRNA synthetase 2, mitochondrial",0.5030392466541770,,0.8274613634158180,,,,,,,,,0.8274613634158180,,,,,,,,,,,
ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,0.5028580562800860,0.1976765260493510,0.8172794927063160,,,,,,,,,0.8172794927063160,0.1976765260493510,,,,,,,,,,
ENSG00000155097,ATP6V1C1,ATPase H+ transporting V1 subunit C1,0.5018668725550280,,0.8248902578108100,,,,,,,,,0.8248902578108100,,,,,,,0.01285278467817420,,0.01285278467817420,,
ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,0.501624707888323,,0.7599134970145260,0.26088423016710700,,,,0.26088423016710700,,,,0.7599134970145260,,,,,,,,,,,
ENSG00000115020,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",0.5015419169371310,0.1611016613670800,0.8169432866598110,,,,,,,,,0.8169432866598110,0.1611016613670800,,,,,,,,,,
ENSG00000167258,CDK12,cyclin dependent kinase 12,0.5012604633931970,,0.8245354000200360,,,,,,,,,0.8245354000200360,,,,,,,,,,,
ENSG00000130787,HIP1R,huntingtin interacting protein 1 related,0.5010072960505490,0.21028067077249400,,0.8136049254265370,,,,0.8136049254265370,,,,,0.21028067077249400,,,,,,,,,,
ENSG00000178950,GAK,cyclin G associated kinase,0.5004690096916220,0.7536386911484050,0.5438973612435870,0.6705116519976170,,,,0.6705116519976170,,,,0.5438973612435870,0.7536386911484050,,,,,,,,,,
ENSG00000103546,SLC6A2,solute carrier family 6 member 2,0.4998224470356310,0.12021986391657400,,,,,,,,,,,0.12021986391657400,,,,,0.8161589791090530,,0.8161589791090530,,,
ENSG00000143393,PI4KB,phosphatidylinositol 4-kinase beta,0.499342162977125,,0.8213799414980980,,,,,,,,,0.8213799414980980,,,,,,,,,,,
ENSG00000114573,ATP6V1A,ATPase H+ transporting V1 subunit A,0.49894183771338800,,0.8193144812519460,,,,,,,,,0.8193144812519460,,,,,,,0.028139111704853000,,0.028139111704853000,,
ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.4986317283239780,0.11854650553426600,0.8142840051624640,,,,,,,,,0.8142840051624640,0.11854650553426600,,,,,,,,,,
ENSG00000087586,AURKA,aurora kinase A,0.4985026490371030,,0.819999004813659,,,,,,,,,0.819999004813659,,,,,,,,,,,
ENSG00000153234,NR4A2,nuclear receptor subfamily 4 group A member 2,0.4983595780811030,0.9238624550956990,,0.7733598978267970,,,0.7733598978267970,,,,,,0.9238624550956990,,,,,,0.00947895179755717,,0.00947895179755717,,
ENSG00000139505,MTMR6,myotubularin related protein 6,0.4976720718834110,,0.8186327684641350,,,,,,,,,0.8186327684641350,,,,,,,,,,,
ENSG00000113712,CSNK1A1,casein kinase 1 alpha 1,0.4972180011438690,0.032149407013694600,0.8162783862259040,,,,,,,,,0.8162783862259040,0.032149407013694600,,,,,,,,,,
ENSG00000169676,DRD5,dopamine receptor D5,0.496620031338111,0.10317936592797200,,,,,,,,,,,0.10317936592797200,,,,,0.8117432733554200,,0.8117432733554200,,,
ENSG00000164615,CAMLG,calcium modulating ligand,0.4946783768385080,,0.812924024737116,,,,,,,,,0.812924024737116,,,,,,,0.015686853974080900,,0.015686853974080900,,
ENSG00000106153,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,0.4924920489000150,0.9091333351152610,,0.764655357235897,,,0.764655357235897,,,,,,0.9091333351152610,,,,,,,,,,
ENSG00000154277,UCHL1,ubiquitin C-terminal hydrolase L1,0.4919822918419500,0.9042590884995850,,0.558050817046609,0.607930797611621,0.3039653988058110,0.012158615952232400,,,,0.607930797611621,,0.9042590884995850,,,,,,0.04447282755973280,,0.04447282755973280,0.4704478050016510,0.4704478050016510
ENSG00000094755,GABRP,gamma-aminobutyric acid type A receptor subunit pi,0.4913744698158250,,0.754171407962707,,,,,,,,,0.754171407962707,,,,,,0.1587374860430340,,0.1587374860430340,,0.6488060303676930,0.6488060303676930
ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase",0.48767889726584900,0.9954517831087700,,0.7524221658755520,,,,0.7524221658755520,,,,,0.9954517831087700,,,,,,,,,,
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,0.48739995905191600,0.83644851670376,0.7599134970145260,,,,,,,,,0.7599134970145260,0.83644851670376,,,,,,,,,,
ENSG00000147684,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,0.4859819366441570,0.030396539880581100,0.768331365119196,,,,,,,,,0.768331365119196,0.030396539880581100,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.4848299708392210,0.7709838800721400,0.7589592933834,,,,,,,,,0.7589592933834,0.7709838800721400,,,,,,,,,,
ENSG00000151366,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,0.4838016221272570,0.034787151196665000,0.7646473441565830,,,,,,,,,0.7646473441565830,0.034787151196665000,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000103510,KAT8,lysine acetyltransferase 8,0.4833088044274400,0.18003911093215600,0.7599134970145260,0.12436767200063800,,,,0.12436767200063800,,,,0.7599134970145260,0.18003911093215600,,,,,,,,,,
ENSG00000130294,KIF1A,kinesin family member 1A,0.48320715119650400,0.03630697819069400,0.793023723390932,,,,,,,,,0.793023723390932,0.03630697819069400,,,,,,,,,,
ENSG00000110717,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,0.4809237706584150,0.034787151196665000,0.7599134970145260,,,,,,,,,0.7599134970145260,0.034787151196665000,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000184983,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,0.4808644553730950,0.030396539880581100,0.7599134970145260,,,,,,,,,0.7599134970145260,0.030396539880581100,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000128609,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,0.4800297437757130,0.030396539880581100,0.7581495269560670,,,,,,,,,0.7581495269560670,0.030396539880581100,,,,,0.12158615952232400,0.03089046503301750,0.12158615952232400,0.03089046503301750,,
ENSG00000115317,HTRA2,HtrA serine peptidase 2,0.4771175009516330,0.7914564292784080,,0.607930797611621,0.607930797611621,,,,,,0.607930797611621,,0.7914564292784080,,,,,,,,,0.5856513910822240,0.5856513910822240
ENSG00000141510,TP53,tumor protein p53,0.4770697116120300,0.49659906408610700,0.7599134970145260,,,,,,,,,0.7599134970145260,0.49659906408610700,,,,,,,,,,
ENSG00000006712,PAF1,PAF1 component of Paf1/RNA polymerase II complex,0.47564803178847300,0.4526741623399000,0.7597711867446440,,,,,,,,,0.7597711867446440,0.4526741623399000,,,,,,,,,,
ENSG00000111481,COPZ1,coat protein complex I subunit zeta 1,0.4718123154600890,0.3236387148951870,0.7599134970145260,,,,,,,,,0.7599134970145260,0.3236387148951870,,,,,,,,,,
ENSG00000099194,SCD,stearoyl-CoA desaturase,0.47002343832688600,0.2647873739126130,0.7599134970145260,,,,,,,,,0.7599134970145260,0.2647873739126130,,,,,,,,,,
ENSG00000196396,PTPN1,protein tyrosine phosphatase non-receptor type 1,0.46839672559181400,0.2112709953555920,0.7599134970145260,,,,,,,,,0.7599134970145260,0.2112709953555920,,,,,,,,,,
ENSG00000075785,RAB7A,"RAB7A, member RAS oncogene family",0.4677268027236770,0.24243216487203400,0.7415830121458160,0.0896187237845057,,,,0.0896187237845057,,,,0.7415830121458160,0.24243216487203400,,,,,,,,,,
ENSG00000109390,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,0.4674008198195310,0.030396539880581100,0.7377668388645210,,,,,,,,,0.7377668388645210,0.030396539880581100,,,,,0.12158615952232400,,0.12158615952232400,,,
ENSG00000133059,DSTYK,dual serine/threonine and tyrosine protein kinase,0.4642384949658210,0.07447152270742360,0.7599134970145260,,,,,,,,,0.7599134970145260,0.07447152270742360,,,,,,,,,,
ENSG00000164733,CTSB,cathepsin B,0.46423048453100400,0.8632755848590210,,0.7204601173499290,,,,0.7204601173499290,,,,,0.8632755848590210,,,,,,,,,,
ENSG00000082898,XPO1,exportin 1,0.464094769466777,0.0697431720593332,0.7599134970145260,,,,,,,,,0.7599134970145260,0.0697431720593332,,,,,,,,,,
ENSG00000112335,SNX3,sorting nexin 3,0.46391511259297200,0.06383273374922020,0.7599134970145260,,,,,,,,,0.7599134970145260,0.06383273374922020,,,,,,,,,,
ENSG00000125686,MED1,mediator complex subunit 1,0.4638227176293010,0.06079307976116210,0.7599134970145260,,,,,,,,,0.7599134970145260,0.06079307976116210,,,,,,,,,,
ENSG00000159140,SON,SON DNA and RNA binding protein,0.4638227176293010,0.06079307976116210,0.7599134970145260,,,,,,,,,0.7599134970145260,0.06079307976116210,,,,,,,,,,
ENSG00000141367,CLTC,clathrin heavy chain,0.4636487039717010,0.05506829469406130,0.7599134970145260,,,,,,,,,0.7599134970145260,0.05506829469406130,,,,,,,,,,
ENSG00000196743,GM2A,ganglioside GM2 activator,0.4633607428109450,0.045594809820871600,0.7599134970145260,,,,,,,,,0.7599134970145260,0.045594809820871600,,,,,,,,,,
ENSG00000204386,NEU1,neuraminidase 1,0.46312975540176700,0.037995674850726300,0.7599134970145260,,,,,,,,,0.7599134970145260,0.037995674850726300,,,,,,,,,,
ENSG00000177971,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,0.462898767992589,0.030396539880581100,0.7599134970145260,,,,,,,,,0.7599134970145260,0.030396539880581100,,,,,,,,,,
ENSG00000158615,PPP1R15B,protein phosphatase 1 regulatory subunit 15B,0.462898767992589,0.030396539880581100,0.7599134970145260,,,,,,,,,0.7599134970145260,0.030396539880581100,,,,,,,,,,
ENSG00000161203,AP2M1,adaptor related protein complex 2 subunit mu 1,0.4628525705107530,0.028876712886552,0.7599134970145260,,,,,,,,,0.7599134970145260,0.028876712886552,,,,,,,,,,
ENSG00000102900,NUP93,nucleoporin 93,0.4625291881379040,0.01823792392834860,0.7599134970145260,,,,,,,,,0.7599134970145260,0.01823792392834860,,,,,,,,,,
ENSG00000149084,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,0.4625291881379040,0.01823792392834860,0.7599134970145260,,,,,,,,,0.7599134970145260,0.01823792392834860,,,,,,,,,,
ENSG00000167792,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,0.4621642775783620,0.07994953735468010,0.728051946783047,,,,,,,,,0.728051946783047,0.07994953735468010,,,,,0.12158615952232400,,0.12158615952232400,,,
